Student_ID,Age,Gender,Grade_Level,Field_of_Study,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Subject,Instructor_VR_Proficiency,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Stress_Level_with_VR_Usage,Collaboration_with_Peers_via_VR,Feedback_from_Educators_on_VR,Interest_in_Continuing_VR_Based_Learning,Region,School_Support_for_VR_in_Curriculum
STUD1284,23,Female,Postgraduate,Education,No,5,3,Yes,Biology,Beginner,3,Yes,1,High,Yes,Positive,Yes,Africa,Yes
STUD1285,28,Male,Undergraduate,Engineering,Yes,7,5,No,Biology,Advanced,3,Yes,5,Low,Yes,Negative,Yes,Africa,No
STUD1286,20,Male,Undergraduate,Law,Yes,2,2,No,Math,Beginner,2,Yes,3,Low,Yes,Positive,No,North America,Yes
STUD1287,22,Female,Undergraduate,Engineering,Yes,3,3,Yes,Biology,Intermediate,5,No,4,High,No,Neutral,No,Oceania,No
STUD1288,28,Female,Undergraduate,Medicine,Yes,1,1,No,Math,Intermediate,3,No,1,Low,Yes,Negative,Yes,Africa,No
STUD1289,21,Female,Postgraduate,Law,No,7,2,Yes,Art,Intermediate,3,Yes,5,Low,No,Negative,No,Africa,Yes
STUD1290,22,Non-binary,Undergraduate,Arts,Yes,8,4,No,Biology,Advanced,1,No,2,Medium,No,Negative,No,Oceania,No
STUD1291,12,Non-binary,Postgraduate,Law,No,9,3,No,Economics,Advanced,2,No,2,Medium,No,Positive,No,Europe,No
STUD1292,30,Prefer not to say,Postgraduate,Engineering,Yes,2,3,Yes,History,Intermediate,3,Yes,4,Low,Yes,Neutral,Yes,Asia,Yes
STUD1293,12,Male,Postgraduate,Law,Yes,5,4,Yes,Math,Intermediate,2,Yes,1,Low,No,Neutral,Yes,Africa,Yes
STUD1294,24,Male,Postgraduate,Engineering,No,7,4,No,Physics,Advanced,5,Yes,5,Medium,No,Positive,Yes,Oceania,No
STUD1295,26,Prefer not to say,Undergraduate,Medicine,Yes,9,1,Yes,Math,Intermediate,1,Yes,4,High,No,Negative,No,North America,Yes
STUD1296,26,Prefer not to say,Postgraduate,Medicine,Yes,0,5,No,History,Beginner,1,Yes,3,High,No,Neutral,No,Oceania,Yes
STUD1297,24,Female,High School,Engineering,No,0,2,Yes,Biology,Advanced,4,Yes,1,Low,Yes,Positive,Yes,Oceania,No
STUD1298,14,Female,Postgraduate,Arts,Yes,0,3,Yes,Physics,Beginner,2,No,3,Medium,No,Neutral,Yes,Europe,No
STUD1299,28,Non-binary,Undergraduate,Law,No,7,4,No,Computer Science,Beginner,1,Yes,1,Medium,No,Neutral,No,Africa,No
STUD1300,16,Female,Undergraduate,Arts,Yes,0,3,No,Computer Science,Intermediate,1,No,2,Medium,No,Neutral,No,Asia,No
STUD1301,27,Non-binary,Postgraduate,Medicine,No,3,1,No,Economics,Intermediate,1,No,3,High,Yes,Neutral,Yes,North America,No
STUD1302,12,Prefer not to say,Postgraduate,Business,Yes,6,1,No,Economics,Intermediate,4,No,4,Medium,Yes,Neutral,Yes,Europe,Yes
STUD1303,21,Female,Undergraduate,Engineering,Yes,4,1,Yes,Physics,Beginner,2,Yes,1,Medium,No,Neutral,No,Asia,Yes
STUD1304,27,Non-binary,Undergraduate,Arts,Yes,0,5,No,Economics,Beginner,2,No,3,High,Yes,Negative,Yes,Asia,Yes
STUD1305,12,Female,High School,Engineering,No,1,3,Yes,History,Advanced,1,No,2,High,No,Neutral,Yes,North America,Yes
STUD1306,28,Male,Postgraduate,Education,Yes,3,3,Yes,Computer Science,Intermediate,2,Yes,5,High,Yes,Positive,Yes,Asia,Yes
STUD1307,29,Prefer not to say,Postgraduate,Science,Yes,2,3,No,Economics,Advanced,5,No,3,Medium,No,Neutral,No,North America,No
STUD1308,27,Male,Undergraduate,Science,Yes,9,4,No,Math,Advanced,3,Yes,3,Medium,No,Neutral,Yes,Oceania,No
STUD1309,20,Non-binary,Undergraduate,Education,No,10,4,Yes,Physics,Intermediate,4,Yes,2,Low,Yes,Positive,Yes,Africa,Yes
STUD1310,29,Non-binary,Undergraduate,Education,Yes,8,1,No,Art,Advanced,4,Yes,3,Low,Yes,Negative,No,Asia,No
STUD1311,12,Prefer not to say,Undergraduate,Arts,Yes,6,4,Yes,History,Beginner,4,Yes,3,Medium,No,Negative,Yes,South America,No
STUD1312,30,Female,Postgraduate,Science,No,3,3,Yes,Biology,Beginner,3,Yes,4,High,No,Negative,Yes,Asia,Yes
STUD1313,20,Prefer not to say,High School,Medicine,Yes,0,4,Yes,Economics,Intermediate,2,Yes,5,Medium,Yes,Positive,Yes,North America,Yes
STUD1314,28,Female,Postgraduate,Education,Yes,10,2,Yes,History,Beginner,4,Yes,2,Low,Yes,Negative,No,Oceania,Yes
STUD1315,20,Female,High School,Arts,No,0,5,Yes,Math,Advanced,3,No,5,High,No,Negative,Yes,North America,No
STUD1316,24,Male,Undergraduate,Science,Yes,4,4,Yes,Economics,Intermediate,1,No,5,High,No,Neutral,Yes,Africa,Yes
STUD1317,12,Male,High School,Arts,Yes,0,3,Yes,History,Intermediate,4,No,1,High,No,Negative,No,Africa,No
STUD1318,17,Prefer not to say,High School,Engineering,Yes,8,4,No,Economics,Advanced,5,No,1,Low,No,Positive,Yes,Oceania,No
STUD1319,29,Male,High School,Science,Yes,2,5,No,Economics,Advanced,4,Yes,3,Medium,No,Negative,No,Africa,Yes
STUD1320,29,Non-binary,Postgraduate,Law,No,6,5,No,Physics,Intermediate,5,Yes,4,High,No,Negative,Yes,Oceania,Yes
STUD1321,14,Male,Undergraduate,Arts,No,0,1,No,Art,Advanced,5,No,5,High,Yes,Positive,No,North America,Yes
STUD1322,18,Female,High School,Medicine,Yes,4,2,Yes,Economics,Beginner,1,Yes,2,Low,No,Neutral,Yes,South America,No
STUD1323,23,Male,High School,Education,No,7,4,No,Art,Beginner,2,No,2,Medium,No,Negative,No,Africa,Yes
STUD1324,26,Male,Undergraduate,Arts,Yes,10,2,No,Computer Science,Advanced,5,No,4,Medium,No,Positive,Yes,Asia,Yes
STUD1325,20,Non-binary,Postgraduate,Education,No,4,1,No,Art,Beginner,5,Yes,2,Medium,Yes,Negative,No,Oceania,No
STUD1326,19,Male,Undergraduate,Science,No,0,4,No,Art,Beginner,3,No,1,Medium,No,Negative,Yes,South America,No
STUD1327,18,Non-binary,Postgraduate,Business,Yes,6,1,No,Economics,Beginner,3,Yes,1,Medium,No,Neutral,Yes,South America,No
STUD1328,30,Non-binary,High School,Education,No,4,4,Yes,Biology,Advanced,3,No,4,Medium,Yes,Negative,No,South America,No
STUD1329,21,Female,Postgraduate,Engineering,Yes,4,4,Yes,Physics,Intermediate,4,No,5,Medium,Yes,Positive,No,South America,No
STUD1330,25,Prefer not to say,High School,Engineering,No,3,3,No,Physics,Beginner,5,No,3,Medium,No,Positive,Yes,Asia,No
STUD1331,30,Prefer not to say,Postgraduate,Business,Yes,4,4,No,Math,Beginner,2,No,4,High,Yes,Positive,Yes,Europe,Yes
STUD1332,28,Female,High School,Education,Yes,10,2,Yes,Art,Advanced,3,Yes,3,Low,No,Negative,Yes,Oceania,Yes
STUD1333,20,Female,Undergraduate,Engineering,No,0,2,Yes,History,Advanced,5,No,5,Medium,No,Negative,Yes,Africa,Yes
STUD1334,19,Female,High School,Arts,Yes,4,3,Yes,Physics,Intermediate,4,Yes,5,High,Yes,Negative,No,Europe,Yes
STUD1335,23,Prefer not to say,Postgraduate,Arts,No,9,4,Yes,Computer Science,Intermediate,4,Yes,3,Low,No,Neutral,No,South America,Yes
STUD1336,25,Male,Postgraduate,Science,No,8,2,Yes,Art,Beginner,1,No,1,Medium,Yes,Positive,No,Oceania,Yes
STUD1337,21,Female,Undergraduate,Education,Yes,1,4,Yes,Computer Science,Advanced,3,Yes,5,Medium,No,Neutral,No,Africa,No
STUD1338,14,Non-binary,Postgraduate,Engineering,Yes,7,5,No,Physics,Beginner,2,Yes,1,Medium,No,Positive,Yes,Oceania,No
STUD1339,17,Male,Postgraduate,Education,Yes,5,1,No,Math,Beginner,5,Yes,5,Medium,No,Negative,Yes,South America,No
STUD1340,22,Female,Postgraduate,Science,No,5,5,Yes,History,Intermediate,1,Yes,1,Medium,No,Positive,No,South America,No
STUD1341,26,Female,High School,Education,No,10,2,Yes,History,Beginner,4,No,2,High,No,Negative,No,South America,No
STUD1342,26,Prefer not to say,High School,Arts,Yes,9,3,No,Math,Intermediate,1,Yes,3,Medium,No,Negative,Yes,Europe,Yes
STUD1343,27,Non-binary,High School,Arts,No,10,2,No,Economics,Beginner,4,Yes,3,Low,Yes,Positive,Yes,Africa,No
STUD1344,21,Non-binary,High School,Education,No,2,5,No,Art,Intermediate,1,No,4,Low,Yes,Neutral,Yes,North America,Yes
STUD1345,17,Prefer not to say,Postgraduate,Arts,No,4,5,No,Math,Beginner,4,Yes,1,High,Yes,Positive,No,South America,No
STUD1346,18,Male,High School,Business,No,0,3,Yes,Biology,Advanced,2,No,4,Medium,No,Positive,No,Africa,Yes
STUD1347,15,Female,Postgraduate,Science,No,9,5,No,History,Intermediate,3,No,3,Medium,No,Neutral,No,Europe,Yes
STUD1348,20,Prefer not to say,Postgraduate,Arts,Yes,4,1,No,History,Beginner,5,No,3,Medium,Yes,Negative,No,Asia,Yes
STUD1349,18,Male,High School,Education,No,9,5,Yes,History,Intermediate,3,Yes,4,High,Yes,Positive,No,Africa,No
STUD1350,29,Male,Undergraduate,Law,Yes,10,5,No,Computer Science,Advanced,3,No,5,High,Yes,Neutral,No,Africa,No
STUD1351,27,Prefer not to say,Undergraduate,Science,Yes,3,5,No,History,Advanced,2,Yes,5,High,No,Negative,No,Africa,Yes
STUD1352,21,Non-binary,Postgraduate,Business,No,2,2,Yes,Art,Advanced,1,No,5,Medium,No,Positive,Yes,Europe,Yes
STUD1353,30,Male,High School,Education,Yes,9,5,Yes,History,Intermediate,3,No,3,Low,No,Neutral,Yes,Europe,Yes
STUD1354,16,Female,Undergraduate,Education,No,0,4,Yes,Biology,Beginner,1,No,2,Medium,No,Neutral,No,South America,No
STUD1355,15,Prefer not to say,High School,Education,Yes,10,3,No,Computer Science,Intermediate,1,No,2,Low,Yes,Negative,No,North America,Yes
STUD1356,25,Prefer not to say,Undergraduate,Science,No,4,3,No,Art,Intermediate,4,Yes,1,High,No,Positive,Yes,South America,No
STUD1357,22,Female,Undergraduate,Arts,Yes,9,1,No,History,Beginner,1,No,5,Medium,Yes,Negative,No,Europe,Yes
STUD1358,28,Non-binary,Undergraduate,Arts,Yes,4,1,No,Computer Science,Intermediate,4,No,5,High,No,Positive,No,Europe,No
STUD1359,30,Non-binary,Postgraduate,Arts,Yes,7,5,Yes,Math,Advanced,4,Yes,5,Medium,Yes,Neutral,No,South America,Yes
STUD1360,26,Non-binary,Postgraduate,Engineering,No,8,1,No,Computer Science,Beginner,2,Yes,3,Low,No,Negative,No,Africa,No
STUD1361,24,Male,High School,Education,No,0,5,No,Art,Advanced,3,Yes,2,Medium,Yes,Negative,Yes,Asia,Yes
STUD1362,19,Prefer not to say,High School,Arts,Yes,6,2,Yes,Computer Science,Beginner,5,No,5,Low,No,Neutral,No,Oceania,Yes
STUD1363,22,Non-binary,High School,Medicine,No,10,4,Yes,Computer Science,Intermediate,2,No,4,High,Yes,Neutral,Yes,Asia,Yes
STUD1364,12,Non-binary,Undergraduate,Medicine,No,5,5,No,Biology,Intermediate,1,Yes,4,High,Yes,Positive,No,Europe,Yes
STUD1365,22,Non-binary,Undergraduate,Law,Yes,9,1,No,Economics,Advanced,2,Yes,2,High,Yes,Positive,No,Africa,Yes
STUD1366,13,Non-binary,High School,Engineering,Yes,6,1,Yes,Physics,Advanced,1,Yes,4,Low,No,Negative,Yes,North America,Yes
STUD1367,15,Male,High School,Arts,No,5,5,Yes,History,Advanced,2,Yes,4,Medium,No,Neutral,Yes,Africa,Yes
STUD1368,17,Prefer not to say,Undergraduate,Education,Yes,5,5,Yes,Physics,Intermediate,3,Yes,3,Medium,Yes,Neutral,No,Africa,Yes
STUD1369,12,Female,High School,Medicine,Yes,10,3,No,Computer Science,Intermediate,2,Yes,4,High,No,Negative,Yes,Asia,No
STUD1370,23,Female,High School,Engineering,Yes,6,1,Yes,Economics,Intermediate,2,Yes,1,High,Yes,Neutral,Yes,North America,No
STUD1371,19,Female,Postgraduate,Medicine,Yes,4,1,Yes,Computer Science,Intermediate,1,No,3,High,No,Positive,Yes,Asia,No
STUD1372,19,Non-binary,Undergraduate,Medicine,Yes,4,2,Yes,Physics,Beginner,5,No,1,High,No,Positive,Yes,Asia,Yes
STUD1373,28,Male,High School,Arts,Yes,7,2,No,Math,Advanced,3,Yes,4,Low,Yes,Negative,No,Africa,Yes
STUD1374,19,Prefer not to say,Undergraduate,Education,Yes,10,1,No,Art,Advanced,1,Yes,2,Low,No,Neutral,No,Asia,Yes
STUD1375,15,Male,High School,Medicine,No,3,3,Yes,Computer Science,Intermediate,5,Yes,3,High,No,Neutral,No,South America,No
STUD1376,27,Female,Undergraduate,Engineering,Yes,10,2,No,Biology,Advanced,1,Yes,5,Medium,Yes,Neutral,No,Europe,Yes
STUD1377,17,Male,Undergraduate,Education,Yes,6,4,No,Physics,Advanced,1,No,5,Medium,No,Negative,Yes,Asia,No
STUD1378,19,Male,Postgraduate,Science,Yes,9,5,No,History,Advanced,2,No,1,High,No,Positive,No,Africa,Yes
STUD1379,13,Male,High School,Business,No,6,1,No,Biology,Intermediate,3,No,1,Medium,No,Positive,No,North America,No
STUD1380,29,Non-binary,Undergraduate,Engineering,Yes,7,4,Yes,Physics,Beginner,2,No,1,Low,Yes,Negative,Yes,North America,No
STUD1381,25,Male,Postgraduate,Business,Yes,6,3,Yes,Math,Intermediate,1,Yes,5,Low,No,Negative,No,Asia,Yes
STUD1382,21,Female,High School,Engineering,No,8,2,No,Physics,Advanced,3,Yes,3,Medium,Yes,Negative,Yes,Asia,No
STUD1383,27,Male,High School,Arts,Yes,2,2,No,Math,Advanced,5,Yes,4,High,Yes,Positive,No,Africa,Yes
STUD1384,22,Female,High School,Science,Yes,7,3,Yes,Computer Science,Advanced,4,No,1,Low,No,Neutral,Yes,Oceania,Yes
STUD1385,12,Female,Undergraduate,Business,Yes,10,1,Yes,Physics,Intermediate,4,Yes,2,Low,Yes,Neutral,No,South America,Yes
STUD1386,26,Non-binary,High School,Law,Yes,0,3,Yes,Economics,Beginner,3,Yes,2,Medium,Yes,Negative,Yes,Asia,Yes
STUD1387,30,Non-binary,Undergraduate,Education,No,0,3,Yes,Math,Advanced,2,Yes,2,Medium,No,Negative,Yes,Africa,Yes
STUD1388,18,Prefer not to say,High School,Arts,Yes,6,3,No,History,Advanced,3,No,3,High,Yes,Positive,Yes,North America,No
STUD1389,20,Female,Postgraduate,Science,Yes,3,4,Yes,Physics,Advanced,1,No,3,Medium,No,Neutral,No,Africa,No
STUD1390,18,Male,High School,Arts,Yes,1,3,No,Economics,Advanced,4,No,2,Medium,Yes,Positive,No,Africa,No
STUD1391,18,Prefer not to say,High School,Arts,Yes,9,3,No,Economics,Beginner,4,No,1,Medium,Yes,Positive,Yes,Oceania,No
STUD1392,15,Non-binary,Undergraduate,Medicine,Yes,3,2,No,Physics,Intermediate,4,No,1,Medium,Yes,Neutral,No,North America,Yes
STUD1393,15,Male,Postgraduate,Education,No,5,1,Yes,Physics,Beginner,1,Yes,3,Medium,No,Negative,No,South America,Yes
STUD1394,18,Male,Undergraduate,Engineering,No,10,5,Yes,History,Beginner,2,No,5,Medium,Yes,Positive,Yes,Asia,Yes
STUD1395,23,Non-binary,Postgraduate,Science,Yes,9,5,Yes,History,Beginner,3,Yes,3,High,No,Neutral,Yes,South America,No
STUD1396,22,Male,Postgraduate,Law,Yes,0,5,Yes,History,Intermediate,2,No,1,Low,Yes,Neutral,Yes,South America,Yes
STUD1397,16,Non-binary,High School,Engineering,Yes,9,2,No,Computer Science,Advanced,1,No,2,High,Yes,Negative,Yes,Africa,Yes
STUD1398,18,Prefer not to say,Undergraduate,Business,Yes,8,2,No,History,Advanced,1,Yes,3,High,No,Positive,Yes,Asia,Yes
STUD1399,27,Non-binary,High School,Business,Yes,7,4,No,History,Intermediate,2,No,1,Low,Yes,Positive,Yes,Asia,No
STUD1400,14,Female,Postgraduate,Business,Yes,8,3,Yes,History,Intermediate,4,No,3,Medium,No,Neutral,Yes,Africa,Yes
STUD1401,23,Prefer not to say,Undergraduate,Science,No,8,2,No,Art,Intermediate,2,No,4,Medium,No,Positive,Yes,South America,No
STUD1402,30,Female,Postgraduate,Arts,No,6,1,Yes,Art,Advanced,4,Yes,5,Low,Yes,Positive,No,Europe,Yes
STUD1403,16,Female,High School,Arts,No,1,5,Yes,Biology,Advanced,2,No,1,Low,No,Positive,No,Africa,No
STUD1404,28,Non-binary,Postgraduate,Medicine,No,2,3,Yes,Computer Science,Advanced,2,Yes,4,Low,Yes,Negative,No,Africa,Yes
STUD1405,28,Male,Undergraduate,Education,Yes,1,4,Yes,History,Intermediate,4,No,4,Low,Yes,Negative,Yes,Asia,No
STUD1406,22,Female,Postgraduate,Medicine,No,2,5,Yes,Art,Intermediate,3,No,5,Medium,Yes,Neutral,No,Africa,No
STUD1407,16,Male,High School,Education,Yes,0,5,No,Computer Science,Intermediate,2,Yes,1,High,Yes,Negative,No,Europe,Yes
STUD1408,21,Non-binary,High School,Law,No,8,1,No,Biology,Intermediate,1,Yes,4,Low,No,Negative,Yes,South America,No
STUD1409,22,Male,Undergraduate,Science,Yes,1,1,Yes,Art,Beginner,5,Yes,5,Medium,Yes,Neutral,No,South America,No
STUD1410,14,Prefer not to say,Undergraduate,Science,No,4,3,No,Computer Science,Intermediate,4,No,1,Medium,Yes,Neutral,Yes,Asia,Yes
STUD1411,17,Prefer not to say,Undergraduate,Law,Yes,10,5,Yes,History,Beginner,2,No,5,Medium,Yes,Negative,No,Europe,Yes
STUD1412,22,Non-binary,Postgraduate,Science,Yes,5,1,Yes,Biology,Advanced,5,No,1,High,No,Positive,Yes,South America,Yes
STUD1413,12,Non-binary,High School,Business,No,6,2,No,Economics,Intermediate,5,No,5,High,Yes,Neutral,No,South America,No
STUD1414,29,Male,High School,Business,No,9,1,No,Economics,Beginner,4,No,4,Medium,No,Neutral,Yes,Africa,Yes
STUD1415,21,Female,Postgraduate,Law,Yes,10,4,Yes,Computer Science,Advanced,4,Yes,3,Medium,Yes,Neutral,Yes,North America,No
STUD1416,25,Prefer not to say,High School,Law,Yes,1,4,Yes,Computer Science,Intermediate,5,No,1,Low,Yes,Neutral,No,Asia,Yes
STUD1417,20,Male,Undergraduate,Arts,No,0,4,Yes,Math,Intermediate,1,No,1,Low,No,Positive,Yes,North America,No
STUD1418,28,Non-binary,High School,Engineering,No,8,3,No,Physics,Intermediate,5,No,3,High,No,Positive,No,Asia,No
STUD1419,30,Male,High School,Education,No,5,2,Yes,Biology,Beginner,3,Yes,2,Low,No,Negative,No,Asia,No
STUD1420,19,Male,Postgraduate,Education,Yes,9,3,No,History,Intermediate,5,Yes,1,Low,No,Negative,Yes,South America,Yes
STUD1421,17,Male,High School,Science,No,5,3,Yes,Economics,Beginner,1,No,3,Low,No,Negative,No,North America,No
STUD1422,25,Non-binary,High School,Medicine,Yes,1,3,No,Math,Advanced,5,Yes,3,High,No,Positive,No,North America,No
STUD1423,29,Female,Postgraduate,Arts,Yes,0,1,No,Math,Advanced,3,Yes,2,Medium,No,Positive,Yes,South America,No
STUD1424,30,Female,High School,Engineering,No,0,5,Yes,Art,Beginner,3,No,2,Low,Yes,Positive,Yes,Africa,Yes
STUD1425,15,Non-binary,Postgraduate,Medicine,Yes,2,5,No,History,Intermediate,1,Yes,5,High,No,Positive,No,Oceania,Yes
STUD1426,29,Non-binary,Postgraduate,Law,No,1,3,No,Biology,Intermediate,5,Yes,2,High,Yes,Negative,Yes,Europe,Yes
STUD1427,22,Non-binary,Undergraduate,Arts,Yes,3,3,Yes,Economics,Advanced,2,Yes,1,High,No,Neutral,No,South America,Yes
STUD1428,15,Non-binary,Undergraduate,Medicine,No,8,3,No,Art,Beginner,3,No,1,Low,No,Neutral,No,South America,Yes
STUD1429,13,Non-binary,Undergraduate,Business,No,0,1,No,Art,Advanced,1,Yes,3,High,No,Positive,No,Oceania,No
STUD1430,14,Female,Postgraduate,Business,Yes,4,3,No,Biology,Advanced,1,No,3,Medium,Yes,Positive,No,Asia,Yes
STUD1431,20,Female,High School,Science,Yes,5,3,Yes,Economics,Advanced,5,No,4,Medium,No,Positive,No,Oceania,Yes
STUD1432,26,Female,Undergraduate,Medicine,Yes,7,2,Yes,Biology,Advanced,2,Yes,5,Medium,No,Negative,Yes,North America,Yes
STUD1433,22,Prefer not to say,High School,Engineering,Yes,10,2,No,Math,Advanced,4,Yes,5,Medium,No,Positive,Yes,Asia,Yes
STUD1434,24,Male,Undergraduate,Education,No,3,5,No,Computer Science,Intermediate,5,Yes,4,Medium,Yes,Positive,No,South America,Yes
STUD1435,16,Female,Undergraduate,Education,Yes,0,4,No,Biology,Intermediate,2,Yes,1,Medium,Yes,Positive,No,Africa,Yes
STUD1436,28,Non-binary,High School,Medicine,No,5,5,Yes,Physics,Advanced,2,No,5,Low,No,Positive,No,Asia,Yes
STUD1437,24,Male,Postgraduate,Law,Yes,2,1,No,Physics,Intermediate,2,Yes,5,Medium,No,Positive,Yes,North America,Yes
STUD1438,17,Male,Postgraduate,Science,No,3,1,Yes,Art,Intermediate,3,Yes,3,Medium,No,Neutral,No,Asia,No
STUD1439,27,Male,Postgraduate,Medicine,Yes,7,1,No,Biology,Intermediate,4,Yes,1,High,Yes,Negative,Yes,Europe,No
STUD1440,19,Prefer not to say,Postgraduate,Medicine,Yes,5,4,No,Physics,Beginner,3,Yes,2,High,No,Negative,Yes,South America,No
STUD1441,15,Male,Postgraduate,Medicine,No,9,4,No,History,Intermediate,2,Yes,5,Low,Yes,Negative,Yes,Europe,No
STUD1442,17,Male,Postgraduate,Education,No,0,2,No,Math,Intermediate,4,Yes,5,High,Yes,Positive,Yes,Oceania,No
STUD1443,16,Prefer not to say,High School,Law,Yes,1,4,No,History,Advanced,2,No,5,Low,Yes,Negative,Yes,Europe,No
STUD1444,20,Female,Postgraduate,Engineering,No,9,5,Yes,Physics,Beginner,5,Yes,2,Low,Yes,Negative,No,North America,No
STUD1445,28,Male,Undergraduate,Law,Yes,2,3,No,Physics,Intermediate,4,No,4,Medium,Yes,Positive,Yes,Europe,Yes
STUD1446,25,Male,Postgraduate,Arts,No,4,1,Yes,Economics,Beginner,2,No,3,High,No,Positive,Yes,South America,No
STUD1447,19,Female,Undergraduate,Law,Yes,4,3,No,Art,Beginner,5,No,4,High,No,Positive,No,Oceania,Yes
STUD1448,21,Male,High School,Law,Yes,9,4,No,Math,Beginner,2,Yes,1,Low,Yes,Positive,No,Oceania,No
STUD1449,16,Prefer not to say,High School,Medicine,Yes,2,1,No,Art,Intermediate,2,No,5,Low,Yes,Neutral,Yes,South America,Yes
STUD1450,19,Prefer not to say,Postgraduate,Engineering,No,9,2,Yes,Biology,Intermediate,2,Yes,2,High,Yes,Negative,Yes,Europe,Yes
STUD1451,15,Prefer not to say,Undergraduate,Arts,Yes,3,1,Yes,Physics,Intermediate,5,No,3,Medium,No,Neutral,Yes,Oceania,No
STUD1452,26,Non-binary,High School,Medicine,No,0,1,No,Math,Advanced,4,No,5,Low,Yes,Negative,Yes,South America,Yes
STUD1453,13,Non-binary,Postgraduate,Medicine,Yes,3,2,No,Physics,Intermediate,2,No,5,Low,Yes,Negative,No,South America,No
STUD1454,20,Female,Postgraduate,Arts,Yes,4,3,No,Biology,Advanced,2,No,4,Low,No,Negative,Yes,Africa,No
STUD1455,25,Male,Postgraduate,Arts,Yes,6,5,No,History,Advanced,3,Yes,1,Medium,Yes,Positive,No,Asia,No
STUD1456,18,Prefer not to say,Undergraduate,Arts,Yes,1,3,Yes,Art,Beginner,2,No,4,High,No,Negative,Yes,North America,No
STUD1457,13,Prefer not to say,Undergraduate,Business,No,0,5,Yes,Physics,Advanced,2,Yes,5,Medium,No,Negative,Yes,Oceania,No
STUD1458,23,Male,Postgraduate,Medicine,Yes,2,3,No,Computer Science,Beginner,5,Yes,1,Medium,Yes,Neutral,No,Africa,Yes
STUD1459,20,Prefer not to say,High School,Law,No,9,1,Yes,Biology,Beginner,5,Yes,4,High,No,Negative,Yes,Africa,No
STUD1460,29,Prefer not to say,Undergraduate,Arts,No,6,5,No,Computer Science,Advanced,1,No,1,Medium,No,Negative,No,Africa,No
STUD1461,25,Prefer not to say,Undergraduate,Law,No,3,2,Yes,Math,Intermediate,1,No,2,Low,Yes,Negative,Yes,Africa,No
STUD1462,15,Prefer not to say,Postgraduate,Law,No,5,3,No,Economics,Intermediate,1,No,1,Low,No,Negative,No,North America,Yes
STUD1463,18,Non-binary,Undergraduate,Arts,No,7,5,Yes,Economics,Intermediate,3,No,2,High,Yes,Neutral,Yes,South America,Yes
STUD1464,19,Male,Undergraduate,Law,Yes,9,5,Yes,Biology,Beginner,2,No,5,Low,Yes,Neutral,Yes,Asia,Yes
STUD1465,25,Female,Undergraduate,Science,Yes,9,3,Yes,History,Beginner,3,No,5,Low,No,Neutral,Yes,Europe,Yes
STUD1466,23,Non-binary,High School,Science,Yes,3,2,No,Physics,Advanced,1,No,5,Medium,Yes,Neutral,Yes,Oceania,No
STUD1467,28,Female,High School,Science,No,1,1,No,Math,Advanced,1,Yes,1,High,Yes,Neutral,Yes,North America,Yes
STUD1468,22,Prefer not to say,Postgraduate,Engineering,Yes,4,1,No,Physics,Beginner,4,Yes,3,Medium,No,Neutral,Yes,Europe,No
STUD1469,21,Prefer not to say,High School,Medicine,Yes,3,5,Yes,Computer Science,Advanced,2,No,3,Low,Yes,Neutral,Yes,South America,Yes
STUD1470,19,Non-binary,High School,Arts,Yes,8,2,No,Physics,Beginner,5,No,4,Medium,No,Negative,No,Asia,No
STUD1471,19,Prefer not to say,Undergraduate,Medicine,Yes,7,5,Yes,History,Intermediate,1,No,4,Low,No,Positive,No,South America,Yes
STUD1472,19,Male,High School,Law,Yes,2,3,Yes,History,Intermediate,4,No,4,Medium,No,Positive,Yes,Asia,Yes
STUD1473,21,Non-binary,High School,Science,Yes,3,5,Yes,History,Intermediate,5,Yes,4,Medium,Yes,Neutral,No,Oceania,No
STUD1474,29,Non-binary,High School,Business,No,7,1,Yes,Math,Intermediate,1,Yes,4,Medium,Yes,Positive,No,Africa,No
STUD1475,17,Male,Postgraduate,Science,No,4,3,Yes,Art,Intermediate,4,No,5,Low,Yes,Positive,Yes,Europe,No
STUD1476,16,Female,Undergraduate,Medicine,Yes,6,2,No,Economics,Advanced,2,Yes,5,High,No,Neutral,Yes,Oceania,No
STUD1477,30,Prefer not to say,Undergraduate,Business,Yes,8,4,No,Biology,Advanced,1,Yes,1,Medium,No,Negative,No,South America,Yes
STUD1478,13,Prefer not to say,Postgraduate,Medicine,No,1,4,No,Math,Advanced,3,Yes,3,High,Yes,Negative,Yes,Europe,No
